"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Semantic Feature Learning via Dual Sequences for Defect Prediction","J. Lin; L. Lu","School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; School of Computer Science and Engineering, South China University of Technology, Guangzhou, China",IEEE Access,"22 Jan 2021","2021","9","","13112","13124","Software defect prediction (SDP) can help developers reasonably allocate limited resources for locating bugs and prioritizing their testing efforts. Existing methods often serialize an Abstract Syntax Tree (AST) obtained from the program source code into a token sequence, which is then inputted into the deep learning model to learn the semantic features. However, there are different ASTs with the same token sequence, and it is impossible to distinguish the tree structure of the ASTs only by a token sequence. To solve this problem, this paper proposes a framework called Semantic Feature Learning via Dual Sequences (SFLDS), which can capture the semantic and structural information in the AST for feature generation. Specifically, based on the AST, we select the representative nodes in the AST and convert the program source code into a simplified AST (S-AST). Our method introduces two sequences to represent the semantic and structural information of the S-AST, one is the result of traversing the S-AST node in pre-order, and another is composed of parent nodes. Then each token in the dual sequences is encoded as a numerical vector via mapping and word embedding. Finally, we use a bi-directional long short-term memory (BiLSTM) based neural network to automatically generate semantic features from the dual sequences for SDP. In addition, to leverage the statistical characteristics contained in the handcrafted metrics, we also propose a framework called Defect Prediction via SFLDS (DP-SFLDS) which combines the semantic features generated from SFLDS with handcrafted metrics to perform SDP. In our empirical studies, eight open-source Java projects from the PROMISE repository are chosen as our empirical subjects. Experimental results show that our proposed approach can perform better than several state-of-the-art baseline SDP methods.","2169-3536","","10.1109/ACCESS.2021.3051957","National Nature Science Foundation of China(grant numbers:61370103); Meizhou Produce and Research Fund(grant numbers:2019A0101019); Guangzhou Produce and Research Fund(grant numbers:201902020004); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9326378","Software defect prediction;abstract syntax tree;deep learning;bi-directional long short-term memory network","Semantics;Measurement;Logic gates;Software;Feature extraction;Software metrics;Vegetation","","29","","51","CCBY","18 Jan 2021","","","IEEE","IEEE Journals"
"Neural Network Modelling of Point-Defect Microcavities in One-Dimensional Photonic Crystals","Y. Liu","School of Information and Electrical Engineering, Hunan University of Science and Technology, Xiangtan, Hunan, China",2024 4th International Conference on Computer Science and Blockchain (CCSB),"4 Nov 2024","2024","","","190","195","In a pioneering study, researchers have explored the optical properties of one-dimensional photonic crystal microcavities with point defects, utilizing neural networks to enhance the prediction and optimization of these properties. Leveraging the distinct photonic bandgaps of these crystals, the study highlights how introducing point defects can modulate light through localized modes, pivotal for optical control. Employing the Massachusetts Institute of Technology's Photonic-Bands (MPB) software for preliminary band structure simulations, the research seamlessly integrates conventional simulation techniques with cutting-edge machine-learning strategies. A Multi-Layer Perceptron (MLP) model was meticulously trained across diverse photonic crystal configurations to accurately predict crucial characteristics such as bandgap positions and the intensities of localized modes. Subsequent validation through MATLAB affirmed the model's precision, substantially boosting the efficiency and accuracy of optical property predictions. These findings underscore the transformative impact of integrating deep learning with photonic crystal research, heralding a new era of advanced integrated photonic devices and optical sensors. This innovative methodology not only propels forward the field of optical device engineering but also establishes a solid foundation for ongoing advancements in photonic studies.","","979-8-3503-5650-2","10.1109/CCSB63463.2024.10735505","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10735505","component;One-Dimensional Photonic Crystals;Point Defect Microcavities;Neural Networks;Machine Learning in Photonics","Photonic band gap;Neural networks;Optical computing;Predictive models;Optical fiber networks;Mathematical models;Microcavities;Software;Optical sensors;Photonics","","","","9","IEEE","4 Nov 2024","","","IEEE","IEEE Conferences"
"ApacheJIT: A Large Dataset for Just-In-Time Defect Prediction","H. Keshavarz; M. Nagappan","David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada; David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","191","195","In this paper, we present ApacheJIT, a large dataset for Just-In-Time (JIT) defect prediction. ApacheJIT consists of clean and bug-inducing software changes in 14 popular Apache projects. ApacheJIT has a total of 106,674 commits (28,239 bug-inducing and 78,435 clean commits). Having a large number of commits makes ApacheJIT a suitable dataset for machine learning JIT models, especially deep learning models that require large training sets to effectively generalize the patterns present in the historical data to future data.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3527996","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796180","Defect Prediction;Software Engineering;Dataset","Training;Deep learning;Computer bugs;Predictive models;Data models;Software;Data mining","","9","","26","","21 Jun 2022","","","IEEE","IEEE Conferences"
"UAV Target Detection and Path Planning Based on Improved YOLOv4 Networks with Improved Artificial Potential Field Methods","Z. Liu","The Experimental High School Attached to Beijing Normal University, Beijing, China","2023 3rd International Signal Processing, Communications and Engineering Management Conference (ISPCEM)","18 Apr 2024","2023","","","1","5","In recent years, with the rise of the application of deep learning tasks in the end of multi-rotor UAVs, it is a very scientifically meaningful and practical research to combine artificial intelligence technology with pattern recognition technology to realize automatic target detection and autonomous obstacle avoidance in UAVs. The traditional manual inspection method has the problems of low efficiency, high labor and material consumption and low safety, so the country is vigorously developing the drone industry at this stage. UAV inspection tasks are becoming more and more important, and it has become a trend for UAVs to shift to the direction of unmanned operations. With the increase of UAV density in large cities, it is meaningful to control and manage the trajectory of UAVs and provide intelligent trajectory optimization and anti-collision system. In order to achieve safe and fast autonomous flight, it is necessary to intelligently optimize the flight trajectory of UAV to ensure the best response time and increase the duration of continuous flight. At the same time, due to the low-slow-small characteristics of UAVs and the complexity of cities, UAVs are often faced with the interference of airborne obstacles, such as utility poles or flying birds, and need to perform real-time environment sensing and change their trajectories in time to avoid these obstacles. We propose an ED-YOLO network model for target detection of UAV obstacles. The target detection algorithm is based on YOLOv4, and firstly, a channel attention mechanism is added to the backbone network to improve the detection accuracy without increasing the computation. Compared with YOLOv4, its average accuracy mean of obstacle target detection is only reduced by 1.4%, while the model volume is reduced by 94.9%, the floating-point operation volume is reduced by 82.1%, and the prediction speed is improved by 2.3 times. We also studied UAV obstacle avoidance path planning. Firstly, we propose the UAV obstacle avoidance strategy, secondly, we introduce the traditional artificial potential field method and analyze the defects of this algorithm, and then we propose a solution and conduct simulation and comparison tests in MATLAB software to illustrate its effectiveness.","","979-8-3503-0702-3","10.1109/ISPCEM60569.2023.00006","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10499401","UAV target detection;path planning;improved YOLOv4 network;improved artificial potential field method","Computational modeling;Software algorithms;Urban areas;Signal processing algorithms;Object detection;Autonomous aerial vehicles;Mathematical models","","1","","21","IEEE","18 Apr 2024","","","IEEE","IEEE Conferences"
"Predicting Change Propagation between Code Clone Instances by Graph-based Deep Learning","B. Hu; Y. Wu; X. Peng; C. Sha; X. Wang; B. Fu; W. Zhao","School of Computer Science, Fudan University, Shanghai, China; School of Computer Science, Fudan University, Shanghai, China; School of Computer Science, Fudan University, Shanghai, China; School of Computer Science, Fudan University, Shanghai, China; School of Computer Science, Fudan University, Shanghai, China; School of Computer Science, Fudan University, Shanghai, China; School of Computer Science, Fudan University, Shanghai, China",2022 IEEE/ACM 30th International Conference on Program Comprehension (ICPC),"22 Jun 2022","2022","","","425","436","Code clones widely exist in open-source and industrial software projects and are still recognized as a threat to software main-tenance due to the additional effort required for the simultaneous maintenance of multiple clone instances and potential defects caused by inconsistent changes in clone instances. To alleviate the threat, it is essential to accurately and efficiently make the decisions of change propagation between clone instances. Based on an exploratory study on clone change propagation with five famous open-source projects, we find that a clone class can have both propagation-required changes and propagation-free changes and thus fine-grained change propagation decision is required. Based on the findings, we propose a graph-based deep learning approach to predict the change propagation requirements of clone instances. We develop a graph representation, named Fused Clone Program Dependency Graph (FC-PDG), to capture the textual and structural code contexts of a pair of clone instances along with the changes on one of them. Based on the representation, we design a deep learning model that uses a Relational Graph Convolutional Network (R-GCN) to predict the change propagation requirement. We evaluate the approach with a dataset constructed based on 51 open-source Java projects, which includes 24,672 pairs of matched changes and 38,041 non-matched changes. The results show that the approach achieves high precision (83.1%), recall (81.2%), and F1-score (82.1%). Our further evaluation with three other open-source projects confirms the generality of the trained clone change propagation prediction model.","2643-7171","978-1-4503-9298-3","10.1145/3524610.3527766","National Natural Science Foundation of China(grant numbers:62172099); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796242","code clone;change propagation;clone consistency;dataset","Deep learning;Convolutional codes;Java;Codes;Cloning;Predictive models;Maintenance engineering","","2","","48","","22 Jun 2022","","","IEEE","IEEE Conferences"
"Pre-Trained Model-Based Software Defect Prediction for Edge-Cloud Systems","S. Kwon; S. Lee; D. Ryu; J. Baik","Korea Advanced Institute of Science and Technology, Daejeon, Republic of Korea; Korea Advanced Institute of Science and Technology, Daejeon, Republic of Korea; Jeonbuk National University, Jeonju, Republic of Korea; Korea Advanced Institute of Science and Technology, Daejeon, Republic of Korea",Journal of Web Engineering,"22 Sep 2023","2023","22","2","255","278","Edge-cloud computing is a distributed computing infrastructure that brings computation and data storage with low latency closer to clients. As interest in edge-cloud systems grows, research on testing the systems has also been actively studied. However, as with traditional systems, the amount of resources for testing is always limited. Thus, we suggest a function-level just-in-time (JIT) software defect prediction (SDP) model based on a pre-trained model to address the limitation by prioritizing the limited testing resources for the defect-prone functions. The pre-trained model is a transformer-based deep learning model trained on a large corpus of code snippets, and the fine-tuned pre-trained model can provide the defect proneness for the changed functions at a commit level. We evaluate the performance of the three popular pre-trained models (i.e., CodeBERT, GraphCodeBERT, UniXCoder) on edge-cloud systems in within-project and cross-project environments. To the best of our knowledge, it is the first attempt to analyse the performance of the three pre-trained model-based SDP models for edge-cloud systems. As a result, we can confirm that UniXCoder showed the best performance among the three in the WPDP environment. However, we also confirm that additional research is necessary to apply the SDP models to the CPDP environment.","1544-5976","","10.13052/jwe1540-9589.2223","National Research Foundation of Korea(grant numbers:NRF-2020R1F1A1071888,NRF-2022R1I1A3069233); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10247502","Just-in-time defect prediction;pre-trained model;edge-cloud system","Performance evaluation;Analytical models;Computational modeling;Transfer learning;Memory;Predictive models;Transformers;Software quality;Edge computing;Cloud computing","","2","","30","","22 Sep 2023","","","River Publishers","River Publishers Journals"
"A Deep-Learning Based Solution to Automatically Control Closure and Seal of Pizza Packages","N. Banús; I. Boada; A. Bardera; P. Toldrà","Graphics and Imaging Laboratory, University of Girona, Girona, Catalonia; Graphics and Imaging Laboratory, University of Girona, Girona, Catalonia; Graphics and Imaging Laboratory, University of Girona, Girona, Catalonia; Vision Department (Research and Development), TAVIL IND, S.A.U., Girona, Catalonia",IEEE Access,"28 Dec 2021","2021","9","","167267","167281","Closure and seal inspection is one of the key steps in quality control of pizza packages. This is generally carried out by human operators that are not able to inspect all the packages due to cadence restrictions. To overcome this limitation, a computer vision system that automatically performs 100% inline seal and closure inspection is proposed. In this paper, after evaluating pizza package features, the manual quality control procedure, and the packaging machines of a real industrial scenario, a detailed description of hardware and software components of the proposed system as well as the main design decisions are presented. Focusing on the hardware, line-scan technology and hyperspectral imaging has been considered to ensure that all relevant information can be acquired independently of the pizza brand, topping, and film features. Focusing on the software, this applies a three-phases strategy that, first, applies a set of basic rejection controls; second, identifies the sealing region; and third, prepares the data for prediction through the classification of the pizzas using a deep learning network. This network is one of the software key elements and has been selected after comparing the commercial off-the-shelf (pretrained-dl-classifier-resnet50 from MVTec Halcon) and the custom-developed (ResNet18) architectures designed to automate the accept/reject classification of pizza packages. To train the networks, a classification of pizza package defects, focusing on sealing and closure, and an image-based method able to automatically detect them have been proposed. The system has been tested in laboratory and in real industrial conditions comparing it with the manual scenario and considering three pizza brands with two toppings per brand. From the evaluation, it has been seen that ResNet18 achieves the best results with mean, maximum, and minimum precision values of 99.87%, 99.95%, and 99.74%, respectively. Moreover, our system achieves twice the throughput rate with respect to the manual scenario, with the guarantee that all pizzas are evaluated, which is not possible in the manual scenario due to operator fatigue. The proposed solution can be easily adapted to similar contexts, even considering packages with other shapes.","2169-3536","","10.1109/ACCESS.2021.3135973","Doctorate Industrial Program through the Catalan Government (2018–2021)(grant numbers:2018DI026); Catalan Government(grant numbers:2017-SGR-1101); Spanish Government(grant numbers:MICIUPID2019-106426RB-C31); Chinese Academy of Sciences President’s International Fellowship Initiative(grant numbers:2021VTB0004); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9652515","Convolutional neural networks;artificial intelligence classifier;machine vision;food processing industry;image processing;industry automation;pizza packaging;seal inspection","Feature extraction;Quality control;Seals;Inspection;Computer vision;Focusing;Convolutional neural networks","","16","","62","CCBYNCND","15 Dec 2021","","","IEEE","IEEE Journals"
"Learning Stretch-Shrink Latent Representations With Autoencoder and K-Means for Software Defect Prediction","V. A. Phan","Department of Information Security, Faculty of Information Technology, Le Quy Don Technical University, Hanoi, Vietnam",IEEE Access,"15 Nov 2022","2022","10","","117827","117835","Detecting defective source code to localize and fix bugs is important to reduce software development efforts. Although deep learning models have made a breakthrough in this field, many issues have not been resolved, such as labeled data shortage and the small size of defective elements. Given two similar programs that differ from each other by an operator or statement, one may be clean while the other may be defective. To address these issues, this study proposes a new deep learning model to facilitate the learning of distinguishing features. The model comprises of three main components: 1) a convolutional neural network-based classifier, 2) an autoencoder, and 3) a k-means cluster. In our model, the autoencoder assists the classifier in generating program latent representations. The k-means cluster provides penalty functions to increase the distinguishability among latent representations. We evaluated the effectiveness of the model according to performance metrics and latent representation quality. The experimental results on the four defect prediction datasets show that the proposed model outperforms the baselines thanks to the generation of sophisticated features.","2169-3536","","10.1109/ACCESS.2022.3219589","Vietnam National Foundation for Science and Technology Development (NAFOSTED)(grant numbers:102.05-2018.306); Intelligent Integration Co., Ltd. (INT2), Vietnam, for sponsoring computing resources; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9938987","Autoencoder;k-means;convolutional neural networks;latent representations;software defects","Software;Feature extraction;Predictive models;Measurement;Convolutional codes;Deep learning;Convolutional neural networks","","3","","32","CCBY","4 Nov 2022","","","IEEE","IEEE Journals"
"Combining feature selection, feature learning and ensemble learning for software fault prediction","H. D. Tran; L. T. M. Hanh; N. T. Binh","dept. Information Technology, The University of Danang, Vietnam; dept. Information Technology, The University of Danang, Vietnam; dept. Information Technology, The University of Danang, Vietnam",2019 11th International Conference on Knowledge and Systems Engineering (KSE),"5 Dec 2019","2019","","","1","8","This paper studies a combination of feature selection and ensemble learning to address the feature redundancy and class imbalance problems in software fault prediction. Also, a deep learning model is used to generate deep representation from defect data to improve the performance of fault prediction models. The proposed method, GFsSDAEsTSE, is evaluated on 12 NASA datasets, and the results show that GFsSDAEsTSE outperforms state-of-the-art methods in both small and large datasets.","2164-2508","978-1-7281-3003-3","10.1109/KSE.2019.8919292","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8919292","software fault prediction;feature generation;autoencoder;ensemble learning;feature selection","Software;Feature extraction;Noise reduction;Machine learning;Predictive models;Training;Software metrics","","19","","33","IEEE","5 Dec 2019","","","IEEE","IEEE Conferences"
"Federated Learning for Software Engineering: A Case Study of Code Clone Detection and Defect Prediction","Y. Yang; X. Hu; Z. Gao; J. Chen; C. Ni; X. Xia; D. Lo","Department of Computer Science and Technology, Zhejiang University, Ningbo, China; School of Software Technology, Zhejiang University, Ningbo, China; Shanghai Institute for Advanced Study, Zhejiang University, Hangzhou, China; School of Computer Science, Wuhan University, Wuhan, China; School of Software Technology, Zhejiang University, Ningbo, China; Software Engineering Application Technology Lab, Huawei, Hangzhou, China; School of Computing and Information Systems, Singapore Management University, Singapore",IEEE Transactions on Software Engineering,"13 Feb 2024","2024","50","2","296","321","In various research domains, artificial intelligence (AI) has gained significant prominence, leading to the development of numerous learning-based models in research laboratories, which are evaluated using benchmark datasets. While the models proposed in previous studies may demonstrate satisfactory performance on benchmark datasets, translating academic findings into practical applications for industry practitioners presents challenges. This can entail either the direct adoption of trained academic models into industrial applications, leading to a performance decrease, or retraining models with industrial data, a task often hindered by insufficient data instances or skewed data distributions. Real-world industrial data is typically significantly more intricate than benchmark datasets, frequently exhibiting data-skewing issues, such as label distribution skews and quantity skews. Furthermore, accessing industrial data, particularly source code, can prove challenging for Software Engineering (SE) researchers due to privacy policies. This limitation hinders SE researchers’ ability to gain insights into industry developers’ concerns and subsequently enhance their proposed models. To bridge the divide between academic models and industrial applications, we introduce a federated learning (FL)-based framework called Almity. Our aim is to simplify the process of implementing research findings into practical use for both SE researchers and industry developers. Almity enhances model performance on sensitive skewed data distributions while ensuring data privacy and security. It introduces an innovative aggregation strategy that takes into account three key attributes: data scale, data balance, and minority class learnability. This strategy is employed to refine model parameters, thereby enhancing model performance on sensitive skewed datasets. In our evaluation, we employ two well-established SE tasks, i.e., code clone detection and defect prediction, as evaluation tasks. We compare the performance of Almity on both machine learning (ML) and deep learning (DL) models against two mainstream training methods, specifically the Centralized Training Method (CTM) and Vanilla Federated Learning (VFL), to validate the effectiveness and generalizability of Almity. Our experimental results demonstrate that our framework is not only feasible but also practical in real-world scenarios. Almity consistently enhances the performance of learning-based models, outperforming baseline training methods across all types of data distributions.","1939-3520","","10.1109/TSE.2023.3347898","National Natural Science Foundation of China(grant numbers:62141222); National Research Foundation(grant numbers:NRF-NRFI08-2022-0002); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10379838","Federated learning;parameter aggregation strategy;skewed data distribution;code clone detection;defect prediction","Data models;Training;Codes;Cloning;Task analysis;Benchmark testing;Industries","","9","","85","IEEE","3 Jan 2024","","","IEEE","IEEE Journals"
"Cross-project Defect Prediction via ASTToken2Vec and BLSTM-based Neural Network","H. Li; X. Li; X. Chen; X. Xie; Y. Mu; Z. Feng","Tianjin Key Laboratory of Advanced Networking (TANK), College of Intelligence and Computing, Tianjin University, Tianjin, China; Tianjin Key Laboratory of Advanced Networking (TANK), College of Intelligence and Computing, Tianjin University, Tianjin, China; School of Computer Science and Technology, Nantong University, Nantong, China; Nanyang Technological University, Singapore, Singapore; School of Computer Science and Technology, Nantong University, Nantong, China; Tianjin Key Laboratory of Advanced Networking (TANK), College of Intelligence and Computing, Tianjin University, Tianjin, China",2019 International Joint Conference on Neural Networks (IJCNN),"30 Sep 2019","2019","","","1","8","Cross-project defect prediction (CPDP) as a means to focus quality assurance of software projects was under heavy investigation in recent years. In this paper, we propose a novel CPDP approach via deep learning. In particular, we model each program module via simplified abstract syntax tree (S-AST). For each node in S-AST, only the project-independent node type is remained and other project-specific information (such as name of variable and method) is ignored, so that the modeling method is project-independent and suitable for CPDP issue. Then we extract token sequences from program modules modeled as S-AST. In addition, to construct meaningful vector representations for token sequences, we propose a novel unsupervised embedding method ASTToken2Vec, which learns semantic information from S-AST's natural structure. Finally, we use BLSTM (bi-directional long short-term memory) based neural network to automatically learn semantic features from vectorized token sequences and construct CPDP models. In our empirical studies, 10 real large-scale open source Java projects are chosen as our empirical subjects. Final results show that our proposed CPDP approach can perform significantly better than 5 state-of-the-art CPDP baselines in terms of AUC.","2161-4407","978-1-7281-1985-4","10.1109/IJCNN.2019.8852135","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8852135","","Semantics;Neural networks;Training;Predictive models;Java;Software;Data models","","7","","32","IEEE","30 Sep 2019","","","IEEE","IEEE Conferences"
"Multi-Dimensional Software Defect Prediction using Ensemble and Deep Learning","S. Abhichandani","Visa, Austin, USA",2025 3rd International Conference on Sustainable Computing and Data Communication Systems (ICSCDS),"24 Sep 2025","2025","","","1726","1733","Software bug prediction still represents a fundamental problem in modern software engineering as system complexity grows exponentially. This paper presents a new machine learning approach for predictive bug detection in software testing. It integrates multi-dimensional features extracted from software metric to discriminate against possible defects before release and uses advanced classification algorithms (especially deep learning algorithms) for such purposes. Statistical analysis of defects suggests the superiority of our proposed SMART (Software Metrics Analysis and Risk Tracking) model in terms of the accuracy of prediction of defects, as with synthetic datasets involving 5,000 cases with twelve-dimensional features. The experimental results demonstrate marked improvement in fault detection rate while preserving computational efficiency. Filters applied within the framework implementation can compensate for existing drawbacks of real-time defect prediction approaches, thus providing practical advice to quality assurance processes. This paper serves as a building block to support automated intelligent software testing and improved quality assurance.","","979-8-3315-1250-7","10.1109/ICSCDS65426.2025.11166995","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11166995","Software defect prediction;machine learning;ensemble methods;quality assurance;predictive analytics","Software testing;Deep learning;Quality assurance;Computer bugs;Feature extraction;Software;Classification algorithms;Software measurement;Synthetic data;Software engineering","","","","18","IEEE","24 Sep 2025","","","IEEE","IEEE Conferences"
"Application of Defect Prediction Model Based on Convolutional Neural Networks in Software Evaluation","B. Wang; P. Gan; D. Lv","Guangdong University of Science and Technology, Guangdong, China; Shenzhen Huayuexun Technology Ltd., Shenzhen, China; Dalian University of Technology, School of Software, International School of Information and Software Engineering, Dalian, China",2025 5th International Conference on Machine Learning and Intelligent Systems Engineering (MLISE),"7 Aug 2025","2025","","","75","78","Software defect prediction plays a pivotal role in software engineering, aiming to enhance software quality and development efficiency by identifying potential defects at early stages of the development lifecycle. The traditional approaches to defect prediction have predominantly relied on manually engineered features, which often limit the ability to capture intricate semantic relationships within the code. This limitation becomes particularly evident when applying these methods to complex software systems that exhibit high-dimensional and imbalanced data characteristics. To overcome these challenges, this paper introduces an innovative defect prediction model leveraging Convolutional Neural Networks (CNNs), a powerful deep learning technique. The proposed CNN-based model automatically extracts deep features from multi-dimensional data sources such as commit records, development logs, and other development-related metadata. By utilizing the CNN model, the system can learn hierarchical patterns within the data that are often indicative of software defects. Experimental evaluations demonstrate that the CNN-based model significantly outperforms traditional machine learning models, such as Support Vector Machines (SVM) and Random Forests (RF), in terms of prediction accuracy, recall, and F1-score. Specifically, the model excels in addressing the issue of class imbalance, which is a common challenge in defect prediction tasks, especially in large-scale software systems where defect samples are sparse. Moreover, the CNN-based model shows robustness in handling large and complex datasets, making it an effective tool for defect prediction in industrial-scale software development environments. This research contributes a novel perspective to the field of software defect prediction by integrating deep learning techniques, particularly CNNs, into the software engineering domain. By automatically extracting relevant features from raw data, the model enhances prediction accuracy and offers an effective solution for quality assurance in large-scale software projects. The findings of this study provide substantial technical support for improving software quality and reducing maintenance costs, thereby contributing to more efficient and reliable software development practices.","","979-8-3503-9234-0","10.1109/MLISE66443.2025.11100144","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11100144","Software defect prediction;Convolutional Neural Networks;Deep learning;Data imbalance;Software quality assurance","Deep learning;Support vector machines;Software quality;Predictive models;Feature extraction;Software systems;Software;Convolutional neural networks;Software engineering;Software development management","","","","9","IEEE","7 Aug 2025","","","IEEE","IEEE Conferences"
"CFG2AT: Control Flow Graph and Graph Attention Network-Based Software Defect Prediction","H. Liu; Z. Li; H. Zhang; X. -Y. Jing; J. Liu","School of Computer Science, Shaanxi Normal University, Xi'an, China; School of Computer Science, Shaanxi Normal University, Xi'an, China; School of Big Data and Software Engineering, Chongqing University, Chongqing, China; School of Computer Science, Wuhan University, Wuhan, China; School of Cybersecurity, Northwest Polytechnical University, Xi'an, China",IEEE Transactions on Reliability,"5 Sep 2025","2025","74","3","3412","3426","Software defect prediction (SDP) plays a pivotal role in ensuring high-quality software development by aiding in the early identification of potential defects. This practice has gained substantial attention in the field of software engineering over the years. Recent advancements in deep learning have primarily focused on extracting general syntactic features from abstract syntax trees (ASTs) for SDP. However, AST-based neural network models might overlook important structural information related to control flows embedded within the source code. Given that software defects are often influenced by control flow patterns, this article proposes a novel SDP approach called control flow graph and graph attention (CFG2AT) network-based SDP. CFG2AT is specifically designed to automatically identify software defects and contains a graph-structured attention unit to effectively capture control flow information. To evaluate the effectiveness of CFG2AT, we carried out extensive experiments using data from 15 versions of six different open-source software projects under both within-project and cross-project defect prediction settings. Experimental results demonstrate that our proposed CFG2AT approach generally outperforms a range of competing methods for defect prediction. The improvement is 7.09%–12.80% in F1, 1.30%–4.15% in area under curve (AUC), and 6.78%–17.54% in Matthews correlation coefficient (MCC) under within-project defect prediction, and 23.76%–44.79% in F1, 8.93%–13.27% in AUC, and 36.92%–94.89% in MCC under CPDP, respectively.","1558-1721","","10.1109/TR.2024.3503688","National Natural Science Foundation of China(grant numbers:61902228,62176069,U23A20302); Natural Science Basic Research Program of Shaanxi Province(grant numbers:2024JC-YBMS-497); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10779185","Code representation;control flow graph (CFG);graph attention network (GAT);software defect prediction (SDP);software quality assurance","Codes;Software;Semantics;Source coding;Feature extraction;Vectors;Predictive models;Deep learning;Software development management;Assembly","","2","","68","IEEE","5 Dec 2024","","","IEEE","IEEE Journals"
"Software Defect Prediction Method Based on Multi-Feature Fusion","Z. Zhou; Y. Zhu; Q. Yu; J. Li","School of Computer Science and Technology, Jiangsu Normal University, Xuzhou, Jiangsu, China; School of Computer Science and Technology, Jiangsu Normal University, Xuzhou, Jiangsu, China; School of Computer Science and Technology, Jiangsu Normal University, Xuzhou, Jiangsu, China; School of Computer Science and Technology, Jiangsu Normal University, Xuzhou, Jiangsu, China","2025 25th International Conference on Software Quality, Reliability and Security (QRS)","29 Sep 2025","2025","","","529","539","Software defect prediction plays a vital role in software development. During the process of software updates and iterations, it helps developers anticipate potential defects in advance, thereby reducing unnecessary consumption of human, material, and time resources, while optimizing the allocation efficiency of Software Quality Assurance (SQA) resources. Given the widespread use of generative artificial intelligence in code development, effective software defect prediction has become increasingly important. Most previous studies primarily constructed defect prediction models using traditional metric-based features. However, in recent years, research focusing on semantic feature-based defect prediction has gained increasing attention, with researchers leveraging deep learning to automatically extract deep semantic information from source code. Nevertheless, existing approaches often rely on a single type of source code representation, overlooking the advantages and potential contributions of diverse features. To address this issue, this paper proposes a software defect prediction method based on multi-feature fusion, which incorporates multiple types of code representations to capture semantic information from different perspectives. The proposed model, DP-TACT, utilizes a multi-scale Convolutional Neural Network (Multiscale CNN) and Bidirectional Long Short-Term Memory (BiLSTM) network to process Abstract Syntax Tree (AST) and Full-token features. It also employs a Multi-head SelfAttention mechanism to capture critical information. Additionally, a Graph Convolutional Network (GCN) is used to process Control Flow Graph (CFG) features. Finally, traditional features are integrated to validate the effectiveness of the feature fusion strategy. The model is evaluated on the PROMISE dataset, and experimental results demonstrate that the proposed approach outperforms baseline models across multiple metrics.","2693-9177","978-1-6654-7771-0","10.1109/QRS65678.2025.00059","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11173498","software defect prediction;deep learning;code representation;feature fusion","Deep learning;Codes;Source coding;Semantics;Software quality;Syntactics;Predictive models;Feature extraction;Software reliability;Software development management","","","","43","IEEE","29 Sep 2025","","","IEEE","IEEE Conferences"
